******* loading model args.model='vitsmart'
******* loading model args.model='vitsmart'
******* loading model args.model='vitsmart'
******* loading model args.model='vitsmart'
--> World Size = 4

--> Device_count = 4
--> running with these defaults train_config(seed=2022, verbose=True, total_steps_to_run=None, print_memory_summary=False, num_epochs=2, model_weights_bf16=False, use_mixed_precision=False, use_low_precision_gradient_policy=False, use_tf32=False, optimizer='AnyPrecision', ap_use_kahan_summation=False, sharding_strategy=<ShardingStrategy.FULL_SHARD: 1>, print_sharding_plan=False, run_profiler=False, profile_folder='fsdp/profile_tracing', log_every=1, num_workers_dataloader=2, batch_size_training=68, fsdp_activation_checkpointing=False, run_validation=True, memory_report=True, nccl_debug_handler=True, distributed_debug=True, use_non_recursive_wrapping=False, use_tp=False, image_size=224, use_synthetic_data=False, use_pokemon_dataset=False, use_beans_dataset=False, save_model_checkpoint=False, load_model_checkpoint=False, checkpoint_max_save_count=2, save_optimizer=False, load_optimizer=False, optimizer_checkpoint_file='Adam-vit--1.pt', checkpoint_model_filename='vit--1.pt')
clearing gpu cache for all ranks
--> running with torch dist debug set to detail
--> total memory per gpu (GB) = 22.0626
policy is None

--> Prepping vit_relpos_base_patch16_rpn_224 model ...

stats is ready....? _stats=defaultdict(<class 'list'>, {}), local_rank=0, rank=0
--> vit_relpos_base_patch16_rpn_224 built.
built model with 85.722869M params
--> Warning - bf16 support not available.  Using fp32
backward prefetch set to None
sharding set to ShardingStrategy.FULL_SHARD
--> Batch Size = 68
local rank 0 init time = 1.5327604980000018
memory stats reset, ready to track
Running with AnyPrecision Optimizer, momo=torch.float32, var = torch.float32, kahan summation =  False
Epoch: 1 starting...
step: 1: time taken for the last 1 steps is 6.224457420999997, loss is 4.556710243225098
step: 2: time taken for the last 1 steps is 0.25443180500001006, loss is 4.726100444793701
step: 3: time taken for the last 1 steps is 0.26126896999998905, loss is 4.740593910217285
step: 4: time taken for the last 1 steps is 0.25712853800000346, loss is 4.724956512451172
step: 5: time taken for the last 1 steps is 0.26038229899999976, loss is 4.608603477478027
step: 6: time taken for the last 1 steps is 0.2569102459999897, loss is 4.639562606811523
step: 7: time taken for the last 1 steps is 0.2609058249999947, loss is 4.620149612426758
step: 8: time taken for the last 1 steps is 0.2560444850000039, loss is 4.645939826965332
step: 9: time taken for the last 1 steps is 0.2588406399999883, loss is 4.646860599517822
step: 10: time taken for the last 1 steps is 0.2588266599999969, loss is 4.529321193695068
step: 11: time taken for the last 1 steps is 0.2554669780000012, loss is 4.625144958496094
step: 12: time taken for the last 1 steps is 0.25876852000000383, loss is 4.520711898803711
step: 13: time taken for the last 1 steps is 0.25901369199999635, loss is 4.676128387451172
step: 14: time taken for the last 1 steps is 0.255653690999992, loss is 4.4814324378967285
step: 15: time taken for the last 1 steps is 0.2611768480000052, loss is 4.547496795654297
step: 16: time taken for the last 1 steps is 0.2544821259999992, loss is 4.657937526702881
step: 17: time taken for the last 1 steps is 0.2574680120000039, loss is 4.442592620849609
step: 18: time taken for the last 1 steps is 0.26373780000000124, loss is 4.521785736083984
step: 19: time taken for the last 1 steps is 0.2592381829999937, loss is 4.626273155212402
step: 20: time taken for the last 1 steps is 0.2570713380000029, loss is 4.532219409942627
step: 21: time taken for the last 1 steps is 0.25521710499999983, loss is 4.586917877197266
step: 22: time taken for the last 1 steps is 0.2537483569999921, loss is 4.631921291351318
step: 23: time taken for the last 1 steps is 0.25214174799999967, loss is 4.854366302490234
step: 24: time taken for the last 1 steps is 0.24851453299999093, loss is 4.5460991859436035
step: 25: time taken for the last 1 steps is 0.2523288790000038, loss is 4.5151166915893555
step: 26: time taken for the last 1 steps is 0.259327356, loss is 4.580170631408691
step: 27: time taken for the last 1 steps is 0.25792064799999537, loss is 4.560575485229492
step: 28: time taken for the last 1 steps is 0.25086665200001335, loss is 4.456768035888672
step: 29: time taken for the last 1 steps is 0.26047701900000675, loss is 4.499762535095215
